times,model,Accuracy,,/Users/zhenghongtao/opt/anaconda3/python.app/Contents/MacOS/python /Users/zhenghongtao/Desktop/pythonProject1/anove_lm.py
12,1,0.77990294,,
12,1,0.788467028,,
12,1,0.778761062,,
12,1,0.787610619,,
12,1,0.765058521,,
12,1,0.779617471,,
12,1,0.782472167,,
12,1,0.785326863,,
12,1,0.788752498,,
12,1,0.785041393,,
12,1,0.778475592,,
12,1,0.781615758,,
12,1,0.777333714,,
12,1,0.78732515,,
12,1,0.781044819,,
12,1,0.771909792,,
12,1,0.782472167,,
12,1,0.784470454,,
12,3,0.819212104,,
12,3,0.818641165,,
12,3,0.816642878,,
12,3,0.820068513,,
12,3,0.820924921,,
12,3,0.816928347,,
12,3,0.812646303,,
12,3,0.821210391,,
12,3,0.81464459,,
12,3,0.825206965,,
12,3,0.817784756,,
12,3,0.8220668,,
12,3,0.828632601,,
12,3,0.816642878,,
12,3,0.814359121,,
12,3,0.819497574,,
12,3,0.820068513,,
12,3,0.821210391,,
12,3,0.8220668,,
12,3,0.830345418,,
12,4,0.718241507,,
12,4,0.710819298,,
12,4,0.711390237,,
12,4,0.719097916,,
12,4,0.718241507,,
12,4,0.725378247,,
12,4,0.712817585,,
12,4,0.717385098,,
12,4,0.720525264,,
12,4,0.726520126,,
12,4,0.71624322,,
12,4,0.71652869,,
12,4,0.715672281,,
12,4,0.712246646,,
12,4,0.719383386,,
12,4,0.707108193,,
12,4,0.719383386,,
12,4,0.716814159,,
12,4,0.717956038,,
12,4,0.736797031,,
12,5,0.690037111,,
12,5,0.718298601,,
12,5,0.686040537,,
12,5,0.695175564,,
12,5,0.711161861,,
12,5,0.695746503,,
12,5,0.705452469,,
12,5,0.705452469,,
12,5,0.693462746,,
12,5,0.697173851,,
12,5,0.700884956,,
12,5,0.714016557,,
12,5,0.706594348,,
12,5,0.702312304,,
12,5,0.708307165,,
12,5,0.687467885,,
12,5,0.700884956,,
12,5,0.700884956,,
12,5,0.702026834,,
12,5,0.715443905,,
12,6,0.648315729,,
12,6,0.667727662,,
12,6,0.641464459,,
12,6,0.644319155,,
12,6,0.656879817,,
12,6,0.653739652,,
12,6,0.656594348,,
12,6,0.662589209,,
12,6,0.644033685,,
12,6,0.648315729,,
12,6,0.652026834,,
12,6,0.664302027,,
12,6,0.655737939,,
12,6,0.655167,,
12,6,0.655737939,,
12,6,0.639466172,,
12,6,0.646888381,,
12,6,0.656023409,,
12,6,0.659734513,,
12,6,0.666014844,,
13,1,0.774193548,,
13,1,0.783698157,,
13,1,0.783410138,,
13,1,0.781970046,,
13,1,0.774769585,,
13,1,0.785138249,,
13,1,0.774193548,,
13,1,0.78485023,,
13,1,0.788018433,,
13,1,0.780241935,,
13,1,0.779665899,,
13,1,0.776497696,,
13,1,0.783410138,,
13,1,0.794930876,,
13,1,0.78859447,,
13,1,0.781682028,,
13,1,0.790610599,,
13,1,0.779089862,,
13,1,0.775345622,,
13,1,0.796082949,,
13,3,0.820794931,,
13,3,0.817626728,,
13,3,0.814746544,,
13,3,0.819930876,,
13,3,0.81359447,,
13,3,0.824251152,,
13,3,0.822523041,,
13,3,0.820794931,,
13,3,0.823099078,,
13,3,0.825115207,,
13,3,0.82281106,,
13,3,0.819930876,,
13,3,0.817050691,,
13,3,0.820506912,,
13,3,0.817050691,,
13,3,0.818490783,,
13,3,0.823675115,,
13,3,0.811578341,,
13,3,0.822523041,,
13,3,0.826843318,,
13,4,0.719758065,,
13,4,0.710829493,,
13,4,0.726670507,,
13,4,0.714573733,,
13,4,0.708237327,,
13,4,0.718029954,,
13,4,0.706221198,,
13,4,0.724078341,,
13,4,0.722638249,,
13,4,0.725230415,,
13,4,0.722062212,,
13,4,0.713997696,,
13,4,0.722062212,,
13,4,0.723790323,,
13,4,0.716013825,,
13,4,0.721486175,,
13,4,0.709389401,,
13,4,0.71687788,,
13,4,0.716013825,,
13,4,0.724078341,,
13,5,0.70875576,,
13,5,0.702995392,,
13,5,0.702131336,,
13,5,0.697523041,,
13,5,0.703859447,,
13,5,0.695506912,,
13,5,0.711923963,,
13,5,0.712211982,,
13,5,0.696658986,,
13,5,0.701843318,,
13,5,0.69406682,,
13,5,0.709619816,,
13,5,0.698675115,,
13,5,0.709043779,,
13,5,0.707315668,,
13,5,0.692626728,,
13,5,0.697235023,,
13,5,0.686002304,,
13,5,0.717108295,,
13,5,0.705299539,,
13,6,0.655299539,,
13,6,0.658467742,,
13,6,0.648099078,,
13,6,0.650403226,,
13,6,0.650403226,,
13,6,0.646658986,,
13,6,0.661347926,,
13,6,0.664516129,,
13,6,0.653859447,,
13,6,0.651267281,,
13,6,0.649539171,,
13,6,0.658179724,,
13,6,0.6515553,,
13,6,0.661059908,,
13,6,0.657891705,,
13,6,0.645794931,,
13,6,0.647235023,,
13,6,0.64233871,,
13,6,0.671428571,,
13,6,0.654435484,,
14,1,0.782330718,,
14,1,0.779424586,,
14,1,0.780587039,,
14,1,0.778262133,,
14,1,0.774193548,,
14,1,0.787561755,,
14,1,0.781749491,,
14,1,0.788433595,,
14,1,0.794536472,,
14,1,0.78436501,,
14,1,0.779424586,,
14,1,0.796570764,,
14,1,0.77709968,,
14,1,0.797442604,,
14,1,0.788142982,,
14,1,0.782040105,,
14,1,0.787561755,,
14,1,0.786108689,,
14,1,0.788433595,,
14,1,0.794536472,,
14,3,0.811653589,,
14,3,0.824149956,,
14,3,0.818628306,,
14,3,0.817756466,,
14,3,0.820371985,,
14,3,0.820081372,,
14,3,0.827637315,,
14,3,0.82444057,,
14,3,0.827346702,,
14,3,0.816884627,,
14,3,0.828509154,,
14,3,0.814559721,,
14,3,0.812525429,,
14,3,0.827346702,,
14,3,0.818047079,,
14,3,0.822115664,,
14,3,0.825312409,,
14,3,0.820662598,,
14,3,0.826765475,,
14,3,0.825603022,,
14,4,0.728567277,,
14,4,0.722755013,,
14,4,0.719267655,,
14,4,0.724498692,,
14,4,0.708224353,,
14,4,0.711711712,,
14,4,0.714908457,,
14,4,0.719848881,,
14,4,0.723336239,,
14,4,0.725661145,,
14,4,0.705027608,,
14,4,0.718395815,,
14,4,0.706771287,,
14,4,0.723045626,,
14,4,0.720430108,,
14,4,0.729148503,,
14,4,0.726823598,,
14,4,0.707643127,,
14,4,0.718105202,,
14,4,0.721301947,,
14,5,0.708921825,,
14,5,0.695844231,,
14,5,0.699912816,,
14,5,0.691775647,,
14,5,0.70572508,,
14,5,0.707178146,,
14,5,0.702818948,,
14,5,0.706887533,,
14,5,0.700203429,,
14,5,0.696716071,,
14,5,0.713571636,,
14,5,0.708921825,,
14,5,0.710084278,,
14,5,0.721708806,,
14,5,0.702528335,,
14,5,0.697297297,,
14,5,0.702237722,,
14,5,0.701075269,,
14,5,0.70572508,,
14,5,0.702237722,,
14,6,0.65659692,,
14,6,0.648169137,,
14,6,0.652237722,,
14,6,0.64758791,,
14,6,0.654562627,,
14,6,0.657178146,,
14,6,0.654562627,,
14,6,0.66299041,,
14,6,0.658049985,,
14,6,0.652528335,,
14,6,0.659503051,,
14,6,0.658631212,,
14,6,0.659793665,,
14,6,0.66851206,,
14,6,0.652818948,,
14,6,0.651365882,,
14,6,0.651947108,,
14,6,0.652528335,,
14,6,0.65485324,,
14,6,0.653981401,,
15,1,0.777419355,,
15,1,0.779765396,,
15,1,0.776539589,,
15,1,0.783284457,,
15,1,0.783577713,,
15,1,0.776832845,,
15,1,0.783577713,,
15,1,0.782111437,,
15,1,0.796480938,,
15,1,0.775073314,,
15,1,0.783870968,,
15,1,0.775366569,,
15,1,0.780351906,,
15,1,0.794721408,,
15,1,0.786803519,,
15,1,0.790322581,,
15,1,0.786803519,,
15,1,0.778005865,,
15,1,0.779765396,,
15,1,0.771554252,,
15,3,0.820821114,,
15,3,0.817008798,,
15,3,0.814369501,,
15,3,0.817888563,,
15,3,0.814956012,,
15,3,0.813782991,,
15,3,0.821407625,,
15,3,0.814956012,,
15,3,0.821407625,,
15,3,0.819354839,,
15,3,0.817302053,,
15,3,0.814956012,,
15,3,0.815835777,,
15,3,0.830791789,,
15,3,0.824340176,,
15,3,0.821407625,,
15,3,0.819648094,,
15,3,0.820234604,,
15,3,0.818768328,,
15,3,0.825219941,,
15,4,0.724046921,,
15,4,0.713489736,,
15,4,0.709090909,,
15,4,0.709384164,,
15,4,0.727272727,,
15,4,0.719648094,,
15,4,0.719354839,,
15,4,0.711143695,,
15,4,0.731085044,,
15,4,0.723753666,,
15,4,0.716715543,,
15,4,0.707038123,,
15,4,0.719354839,,
15,4,0.725806452,,
15,4,0.727272727,,
15,4,0.727272727,,
15,4,0.718181818,,
15,4,0.717302053,,
15,4,0.711730205,,
15,4,0.707038123,,
15,5,0.695894428,,
15,5,0.712903226,,
15,5,0.718181818,,
15,5,0.704398827,,
15,5,0.711143695,,
15,5,0.71085044,,
15,5,0.708504399,,
15,5,0.725219941,,
15,5,0.706451613,,
15,5,0.707917889,,
15,5,0.709090909,,
15,5,0.705865103,,
15,5,0.713489736,,
15,5,0.699120235,,
15,5,0.699120235,,
15,5,0.691788856,,
15,5,0.706744868,,
15,5,0.695601173,,
15,5,0.709090909,,
15,5,0.691495601,,
15,6,0.645601173,,
15,6,0.666422287,,
15,6,0.663196481,,
15,6,0.653519062,,
15,6,0.66202346,,
15,6,0.657331378,,
15,6,0.658211144,,
15,6,0.677565982,,
15,6,0.657917889,,
15,6,0.66026393,,
15,6,0.661143695,,
15,6,0.659970674,,
15,6,0.661730205,,
15,6,0.652346041,,
15,6,0.650879765,,
15,6,0.647067449,,
15,6,0.649706745,,
15,6,0.643548387,,
15,6,0.656451613,,
15,6,0.646187683,,
16,1,0.775673276,,
16,1,0.779520568,,
16,1,0.784551642,,
16,1,0.775673276,,
16,1,0.777448949,,
16,1,0.78336786,,
16,1,0.782184078,,
16,1,0.774193548,,
16,1,0.776265167,,
16,1,0.791062445,,
16,1,0.781296241,,
16,1,0.776265167,,
16,1,0.794909737,,
16,1,0.785143534,,
16,1,0.789286771,,
16,1,0.773897603,,
16,1,0.785735425,,
16,1,0.792542172,,
16,1,0.790470553,,
16,1,0.773009766,,
16,3,0.817727138,,
16,3,0.821278485,,
16,3,0.816543356,,
16,3,0.812104173,,
16,3,0.814175792,,
16,3,0.813879846,,
16,3,0.819502811,,
16,3,0.815951465,,
16,3,0.809440663,,
16,3,0.814175792,,
16,3,0.816543356,,
16,3,0.809440663,,
16,3,0.820686594,,
16,3,0.816543356,,
16,3,0.828677123,,
16,3,0.813583901,,
16,3,0.822758212,,
16,3,0.823054158,,
16,3,0.822758212,,
16,3,0.819206866,,
16,4,0.710565256,,
16,4,0.724178751,,
16,4,0.730393608,,
16,4,0.715300385,,
16,4,0.722107132,,
16,4,0.726842261,,
16,4,0.725362533,,
16,4,0.719443622,,
16,4,0.721811187,,
16,4,0.725066588,,
16,4,0.729801716,,
16,4,0.721811187,,
16,4,0.730393608,,
16,4,0.735128736,,
16,4,0.72891388,,
16,4,0.704646345,,
16,4,0.728617934,,
16,4,0.727434152,,
16,4,0.72358686,,
16,4,0.724770642,,
16,5,0.697129328,,
16,5,0.709263096,,
16,5,0.724652264,,
16,5,0.696833383,,
16,5,0.709559041,,
16,5,0.709559041,,
16,5,0.712222551,,
16,5,0.708375259,,
16,5,0.70097662,,
16,5,0.709854987,,
16,5,0.711926606,,
16,5,0.70097662,,
16,5,0.708375259,,
16,5,0.714886061,,
16,5,0.70364013,,
16,5,0.703936076,,
16,5,0.703048239,,
16,5,0.711926606,,
16,5,0.712222551,,
16,5,0.703936076,,
16,6,0.651568511,,
16,6,0.662518497,,
16,6,0.672876591,,
16,6,0.645057709,,
16,6,0.663702279,,
16,6,0.652160402,,
16,6,0.658375259,,
16,6,0.652160402,,
16,6,0.654232021,,
16,6,0.659559041,,
16,6,0.657487422,,
16,6,0.654232021,,
16,6,0.649792838,,
16,6,0.666365789,,
16,6,0.65364013,,
16,6,0.656007695,,
16,6,0.658671204,,
16,6,0.660150932,,
16,6,0.664590115,,
16,6,0.650680675,,
17,1,0.784348865,,
17,1,0.792413381,,
17,1,0.775089606,,
17,1,0.77688172,,
17,1,0.78614098,,
17,1,0.77688172,,
17,1,0.776583035,,
17,1,0.783751493,,
17,1,0.774193548,,
17,1,0.778673835,,
17,1,0.777180406,,
17,1,0.774193548,,
17,1,0.783751493,,
17,1,0.782855436,,
17,1,0.785244922,,
17,1,0.777479092,,
17,1,0.787634409,,
17,1,0.790322581,,
17,1,0.791218638,,
17,1,0.776583035,,
17,3,0.819056153,,
17,3,0.815770609,,
17,3,0.821744325,,
17,3,0.817562724,,
17,3,0.818458781,,
17,3,0.821445639,,
17,3,0.807706093,,
17,3,0.820250896,,
17,3,0.809796894,,
17,3,0.818757467,,
17,3,0.819056153,,
17,3,0.809796894,,
17,3,0.818757467,,
17,3,0.817264038,,
17,3,0.815770609,,
17,3,0.828315412,,
17,3,0.827419355,,
17,3,0.826523297,,
17,3,0.823835125,,
17,3,0.819056153,,
17,4,0.72520908,,
17,4,0.724014337,,
17,4,0.716547192,,
17,4,0.719235364,,
17,4,0.715053763,,
17,4,0.708482676,,
17,4,0.715949821,,
17,4,0.711469534,,
17,4,0.706690562,,
17,4,0.713560335,,
17,4,0.710573477,,
17,4,0.706690562,,
17,4,0.725806452,,
17,4,0.724313023,,
17,4,0.715949821,,
17,4,0.715053763,,
17,4,0.717741935,,
17,4,0.721923536,,
17,4,0.718936679,,
17,4,0.716547192,,
17,5,0.705555556,,
17,5,0.7109319,,
17,5,0.708841099,,
17,5,0.699283154,,
17,5,0.714814815,,
17,5,0.700477897,,
17,5,0.700776583,,
17,5,0.7109319,,
17,5,0.697789725,,
17,5,0.69181601,,
17,5,0.706451613,,
17,5,0.697789725,,
17,5,0.713918757,,
17,5,0.715412186,,
17,5,0.703464755,,
17,5,0.701971326,,
17,5,0.693608124,,
17,5,0.704360812,,
17,5,0.704659498,,
17,5,0.706750299,,
17,6,0.650776583,,
17,6,0.661827957,,
17,6,0.661230585,,
17,6,0.658243728,,
17,6,0.659737157,,
17,6,0.646594982,,
17,6,0.651971326,,
17,6,0.65734767,,
17,6,0.653166069,,
17,6,0.645400239,,
17,6,0.662724014,,
17,6,0.653166069,,
17,6,0.672580645,,
17,6,0.6609319,,
17,6,0.650477897,,
17,6,0.651971326,,
17,6,0.646296296,,
17,6,0.658542413,,
17,6,0.652270012,,
17,6,0.658841099,,
18,1,0.776906844,,
18,1,0.78384082,,
18,1,0.766656617,,
18,1,0.769369913,,
18,1,0.788664456,,
18,1,0.78926741,,
18,1,0.780826048,,
18,1,0.782031957,,
18,1,0.779318661,,
18,1,0.782936388,,
18,1,0.780826048,,
18,1,0.779318661,,
18,1,0.774495026,,
18,1,0.777811275,,
18,1,0.777208321,,
18,1,0.771480253,,
18,1,0.795296955,,
18,1,0.790473319,,
18,1,0.785951161,,
18,1,0.782333434,,
18,3,0.815586373,,
18,3,0.823424781,,
18,3,0.81377751,,
18,3,0.817093759,,
18,3,0.818601146,,
18,3,0.816490805,,
18,3,0.821012964,,
18,3,0.826439554,,
18,3,0.814078987,,
18,3,0.822821827,,
18,3,0.8192041,,
18,3,0.814078987,,
18,3,0.814078987,,
18,3,0.817395237,,
18,3,0.820711486,,
18,3,0.82252035,,
18,3,0.827343986,,
18,3,0.81588785,,
18,3,0.812873078,,
18,3,0.825233645,,
18,4,0.721435032,,
18,4,0.726258667,,
18,4,0.705456738,,
18,4,0.714802532,,
18,4,0.717515828,,
18,4,0.706964124,,
18,4,0.71510401,,
18,4,0.703949352,,
18,4,0.711184806,,
18,4,0.715405487,,
18,4,0.725052759,,
18,4,0.711184806,,
18,4,0.711184806,,
18,4,0.721133554,,
18,4,0.719626168,,
18,4,0.727766054,,
18,4,0.710581851,,
18,4,0.712692192,,
18,4,0.716611396,,
18,4,0.732891167,,
18,5,0.70780826,,
18,5,0.709918601,,
18,5,0.70569792,,
18,5,0.695146216,,
18,5,0.698763943,,
18,5,0.719264396,,
18,5,0.717154055,,
18,5,0.697859512,,
18,5,0.698462466,,
18,5,0.705094965,,
18,5,0.707506783,,
18,5,0.698462466,,
18,5,0.707506783,,
18,5,0.717154055,,
18,5,0.710521556,,
18,5,0.712631896,,
18,5,0.699668375,,
18,5,0.700874284,,
18,5,0.71112451,,
18,5,0.701778716,,
18,6,0.652080193,,
18,6,0.668661441,,
18,6,0.657506783,,
18,6,0.645749171,,
18,6,0.651477238,,
18,6,0.673786554,,
18,6,0.662631896,,
18,6,0.65238167,,
18,6,0.650874284,,
18,6,0.653587579,,
18,6,0.654190534,,
18,6,0.652080193,,
18,6,0.659617124,,
18,6,0.665345191,,
18,6,0.658712692,,
18,6,0.666249623,,
18,6,0.646653603,,
18,6,0.650572807,,
18,6,0.656602352,,
18,6,0.654492011,,
19,1,0.766889836,,
19,1,0.796104687,,
19,1,0.778454047,,
19,1,0.780279976,,
19,1,0.791539866,,
19,1,0.776323798,,
19,1,0.783627511,,
19,1,0.772976263,,
19,1,0.779975654,,
19,1,0.782410225,,
19,1,0.780279976,,
19,1,0.798234936,,
19,1,0.790626902,,
19,1,0.772063299,,
19,1,0.780279976,,
19,1,0.784540475,,
19,1,0.779367012,,
19,1,0.787279367,,
19,1,0.776932441,,
19,1,0.783627511,,
19,3,0.821485088,,
19,3,0.81509434,,
19,3,0.813877054,,
19,3,0.820572124,,
19,3,0.828788801,,
19,3,0.822093731,,
19,3,0.832744979,,
19,3,0.823311016,,
19,3,0.816615946,,
19,3,0.820572124,,
19,3,0.818441875,,
19,3,0.824832623,,
19,3,0.81965916,,
19,3,0.812355447,,
19,3,0.823006695,,
19,3,0.819050517,,
19,3,0.819050517,,
19,3,0.823006695,,
19,3,0.827875837,,
19,3,0.823006695,,
19,4,0.716676811,,
19,4,0.735544735,,
19,4,0.712416312,,
19,4,0.719720024,,
19,4,0.732501522,,
19,4,0.711807669,,
19,4,0.717285453,,
19,4,0.701765064,,
19,4,0.708155813,,
19,4,0.716372489,,
19,4,0.709373098,,
19,4,0.733110164,,
19,4,0.712720633,,
19,4,0.713937918,,
19,4,0.714850883,,
19,4,0.714850883,,
19,4,0.724893488,,
19,4,0.716981132,,
19,4,0.713024954,,
19,4,0.714850883,,
19,5,0.704017042,,
19,5,0.711625076,,
19,5,0.702191114,,
19,5,0.70584297,,
19,5,0.708886184,,
19,5,0.700365186,,
19,5,0.717711503,,
19,5,0.696104687,,
19,5,0.697017651,,
19,5,0.691844187,,
19,5,0.6991479,,
19,5,0.696104687,,
19,5,0.702495435,,
19,5,0.699452222,,
19,5,0.708886184,,
19,5,0.696713329,,
19,5,0.702191114,,
19,5,0.703408399,,
19,5,0.695496044,,
19,5,0.711929397,,
19,6,0.650060864,,
19,6,0.661929397,,
19,6,0.655234327,,
19,6,0.654625685,,
19,6,0.655234327,,
19,6,0.657668898,,
19,6,0.664059647,,
19,6,0.643365794,,
19,6,0.650060864,,
19,6,0.636975046,,
19,6,0.656755934,,
19,6,0.655538649,,
19,6,0.648234936,,
19,6,0.65127815,,
19,6,0.656755934,,
19,6,0.651582471,,
19,6,0.647626293,,
19,6,0.650669507,,
19,6,0.653408399,,
19,6,0.653104078,,
20,1,0.765591398,,
20,1,0.784331797,,
20,1,0.788018433,,
20,1,0.774500768,,
20,1,0.771735791,,
20,1,0.79109063,,
20,1,0.777572965,,
20,1,0.78187404,,
20,1,0.776958525,,
20,1,0.776344086,,
20,1,0.775729647,,
20,1,0.792626728,,
20,1,0.777880184,,
20,1,0.773886329,,
20,1,0.769585253,,
20,1,0.779416283,,
20,1,0.778801843,,
20,1,0.782795699,,
20,1,0.774193548,,
20,1,0.78156682,,
20,3,0.811827957,,
20,3,0.828725038,,
20,3,0.81858679,,
20,3,0.816129032,,
20,3,0.825960061,,
20,3,0.820122888,,
20,3,0.820122888,,
20,3,0.808141321,,
20,3,0.814592934,,
20,3,0.816129032,,
20,3,0.812749616,,
20,3,0.813671275,,
20,3,0.808141321,,
20,3,0.821966206,,
20,3,0.829032258,,
20,3,0.81797235,,
20,3,0.817665131,,
20,3,0.814592934,,
20,3,0.819815668,,
20,3,0.815821813,,
20,4,0.715821813,,
20,4,0.714592934,,
20,4,0.724731183,,
20,4,0.712135177,,
20,4,0.710599078,,
20,4,0.722580645,,
20,4,0.713364055,,
20,4,0.719508449,,
20,4,0.728417819,,
20,4,0.719201229,,
20,4,0.712442396,,
20,4,0.719508449,,
20,4,0.726574501,,
20,4,0.713364055,,
20,4,0.704761905,,
20,4,0.730568356,,
20,4,0.70875576,,
20,4,0.710599078,,
20,4,0.715821813,,
20,4,0.720430108,,
20,5,0.701075269,,
20,5,0.695545315,,
20,5,0.704454685,,
20,5,0.703533026,,
20,5,0.704761905,,
20,5,0.706605223,,
20,5,0.701689708,,
20,5,0.701382488,,
20,5,0.704454685,,
20,5,0.698924731,,
20,5,0.688786482,,
20,5,0.702918587,,
20,5,0.687557604,,
20,5,0.706298003,,
20,5,0.689708141,,
20,5,0.69984639,,
20,5,0.702918587,,
20,5,0.705069124,,
20,5,0.706298003,,
20,5,0.696466974,,
20,6,0.650460829,,
20,6,0.647081413,,
20,6,0.651075269,,
20,6,0.65015361,,
20,6,0.649539171,,
20,6,0.654454685,,
20,6,0.645545315,,
20,6,0.648924731,,
20,6,0.657219662,,
20,6,0.646774194,,
20,6,0.639708141,,
20,6,0.653533026,,
20,6,0.641551459,,
20,6,0.653840246,,
20,6,0.641858679,,
20,6,0.645545315,,
20,6,0.654454685,,
20,6,0.656605223,,
20,6,0.657834101,,
20,6,0.650768049,,
21,1,0.780707196,,
21,1,0.782258065,,
21,1,0.778846154,,
21,1,0.785669975,,
21,1,0.790012407,,
21,1,0.776985112,,
21,1,0.791253102,,
21,1,0.778846154,,
21,1,0.771712159,,
21,1,0.780086849,,
21,1,0.777605459,,
21,1,0.789702233,,
21,1,0.787220844,,
21,1,0.78101737,,
21,1,0.775434243,,
21,1,0.778846154,,
21,1,0.776364764,,
21,1,0.782878412,,
21,1,0.777915633,,
21,1,0.769851117,,
21,3,0.818424318,,
21,3,0.820905707,,
21,3,0.821215881,,
21,3,0.825248139,,
21,3,0.815942928,,
21,3,0.822456576,,
21,3,0.82028536,,
21,3,0.821215881,,
21,3,0.810669975,,
21,3,0.81191067,,
21,3,0.81439206,,
21,3,0.821215881,,
21,3,0.821215881,,
21,3,0.813771712,,
21,3,0.81439206,,
21,3,0.818734491,,
21,3,0.816873449,,
21,3,0.820905707,,
21,3,0.828039702,,
21,3,0.81780397,,
21,4,0.723945409,,
21,4,0.705645161,,
21,4,0.710918114,,
21,4,0.711848635,,
21,4,0.718672457,,
21,4,0.704404467,,
21,4,0.724875931,,
21,4,0.717741935,,
21,4,0.706885856,,
21,4,0.704094293,,
21,4,0.711228288,,
21,4,0.711848635,,
21,4,0.722394541,,
21,4,0.723325062,,
21,4,0.706885856,,
21,4,0.717121588,,
21,4,0.702543424,,
21,4,0.700372208,,
21,4,0.71308933,,
21,4,0.719913151,,
21,5,0.700558313,,
21,5,0.697456576,,
21,5,0.697766749,,
21,5,0.708622829,,
21,5,0.693424318,,
21,5,0.695905707,,
21,5,0.709863524,,
21,5,0.702109181,,
21,5,0.708002481,,
21,5,0.699007444,,
21,5,0.694975186,,
21,5,0.699627792,,
21,5,0.710794045,,
21,5,0.707692308,,
21,5,0.696526055,,
21,5,0.700868486,,
21,5,0.705521092,,
21,5,0.703970223,,
21,5,0.704590571,,
21,5,0.710173697,,
21,6,0.644665012,,
21,6,0.650558313,,
21,6,0.646836228,,
21,6,0.657692308,,
21,6,0.641253102,,
21,6,0.65117866,,
21,6,0.665756824,,
21,6,0.662034739,,
21,6,0.650558313,,
21,6,0.647766749,,
21,6,0.646836228,,
21,6,0.650558313,,
21,6,0.65707196,,
21,6,0.658622829,,
21,6,0.645595533,,
21,6,0.652729529,,
21,6,0.658933002,,
21,6,0.65707196,,
21,6,0.660794045,,
21,6,0.65707196,,
22,1,0.787034137,,
22,1,0.780144065,,
22,1,0.789852803,,
22,1,0.784215471,,
22,1,0.774506733,,
22,1,0.790792358,,
22,1,0.781709991,,
22,1,0.78045725,,
22,1,0.790479173,,
22,1,0.770122142,,
22,1,0.77857814,,
22,1,0.787034137,,
22,1,0.767303476,,
22,1,0.77857814,,
22,1,0.767616661,,
22,1,0.775759474,,
22,1,0.785155027,,
22,1,0.790792358,,
22,1,0.785468212,,
22,1,0.786720952,,
22,3,0.821390542,,
22,3,0.822016912,,
22,3,0.822956467,,
22,3,0.818571876,,
22,3,0.825461948,,
22,3,0.824835578,,
22,3,0.821390542,,
22,3,0.820137801,,
22,3,0.81575321,,
22,3,0.818885061,,
22,3,0.817005951,,
22,3,0.819511431,,
22,3,0.825148763,,
22,3,0.818571876,,
22,3,0.815440025,,
22,3,0.818258691,,
22,3,0.822330097,,
22,3,0.820137801,,
22,3,0.816692765,,
22,3,0.820764172,,
22,4,0.713122455,,
22,4,0.714062011,,
22,4,0.717507047,,
22,4,0.715314751,,
22,4,0.715314751,,
22,4,0.725649859,,
22,4,0.718133417,,
22,4,0.714688381,,
22,4,0.712496085,,
22,4,0.716880676,,
22,4,0.718446602,,
22,4,0.721265268,,
22,4,0.708424679,,
22,4,0.714062011,,
22,4,0.715941121,,
22,4,0.716567491,,
22,4,0.709051049,,
22,4,0.724083934,,
22,4,0.718133417,,
22,4,0.7121829,,
22,5,0.698465393,,
22,5,0.702536799,,
22,5,0.70441591,,
22,5,0.70504228,,
22,5,0.70441591,,
22,5,0.70378954,,
22,5,0.697525838,,
22,5,0.701597244,,
22,5,0.707234576,,
22,5,0.695333542,,
22,5,0.695959912,,
22,5,0.700970874,,
22,5,0.707860946,,
22,5,0.68656436,,
22,5,0.708487316,,
22,5,0.702223614,,
22,5,0.699404948,,
22,5,0.70504228,,
22,5,0.693454432,,
22,5,0.706921391,,
22,6,0.643454432,,
22,6,0.650344504,,
22,6,0.653476355,,
22,6,0.659426871,,
22,6,0.659426871,,
22,6,0.658174131,,
22,6,0.651910429,,
22,6,0.651284059,,
22,6,0.652536799,,
22,6,0.647525838,,
22,6,0.647525838,,
22,6,0.650344504,,
22,6,0.659426871,,
22,6,0.632492953,,
22,6,0.65441591,,
22,6,0.650344504,,
22,6,0.656921391,,
22,6,0.65441591,,
22,6,0.645333542,,
22,6,0.656608205,,
23,1,0.764705882,,
23,1,0.77830487,,
23,1,0.775774826,,
23,1,0.787160025,,
23,1,0.773561037,,
23,1,0.779886148,,
23,1,0.774509804,,
23,1,0.779886148,,
23,1,0.776407337,,
23,1,0.784313725,,
23,1,0.774193548,,
23,1,0.776407337,,
23,1,0.787476281,,
23,1,0.788425047,,
23,1,0.792852625,,
23,1,0.782416192,,
23,1,0.783048703,,
23,1,0.775458571,,
23,1,0.787792536,,
23,1,0.782732448,,
23,3,0.823782416,,
23,3,0.81714105,,
23,3,0.825047438,,
23,3,0.816508539,,
23,3,0.810815939,,
23,3,0.81714105,,
23,3,0.815243517,,
23,3,0.817457306,,
23,3,0.812080961,,
23,3,0.828209994,,
23,3,0.812397217,,
23,3,0.819354839,,
23,3,0.821568627,,
23,3,0.815876028,,
23,3,0.820619861,,
23,3,0.819038583,,
23,3,0.830740038,,
23,3,0.828209994,,
23,3,0.821252372,,
23,3,0.817773561,,
23,4,0.728336496,,
23,4,0.716635041,,
23,4,0.705566097,,
23,4,0.734345351,,
23,4,0.722643896,,
23,4,0.712207464,,
23,4,0.701454775,,
23,4,0.704617331,,
23,4,0.709677419,,
23,4,0.712839975,,
23,4,0.701771031,,
23,4,0.718216319,,
23,4,0.729601518,,
23,4,0.720113852,,
23,4,0.723592663,,
23,4,0.724541429,,
23,4,0.732447818,,
23,4,0.709361164,,
23,4,0.717900063,,
23,4,0.713472486,,
23,5,0.696963947,,
23,5,0.705502846,,
