times,model,Accuracy,,/Users/zhenghongtao/opt/anaconda3/python.app/Contents/MacOS/python /Users/zhenghongtao/Desktop/pythonProject1/anove_lm.py
23,5,0.691587603,,
23,5,0.702340291,,
23,5,0.694117647,,
23,5,0.707084124,,
23,5,0.699810247,,
23,5,0.712776724,,
23,5,0.710562935,,
23,5,0.706767868,,
23,5,0.695382669,,
23,5,0.698228969,,
23,5,0.696647691,,
23,5,0.713092979,,
23,5,0.702340291,,
23,5,0.715306768,,
23,5,0.707084124,,
23,5,0.708665402,,
23,5,0.696963947,,
23,5,0.685262492,,
23,6,0.641903858,,
23,6,0.656767868,,
23,6,0.64316888,,
23,6,0.654237824,,
23,6,0.640955092,,
23,6,0.652656546,,
23,6,0.647912713,,
23,6,0.660562935,,
23,6,0.660246679,,
23,6,0.656767868,,
23,6,0.645066414,,
23,6,0.652340291,,
23,6,0.649810247,,
23,6,0.662776724,,
23,6,0.655186591,,
23,6,0.663409235,,
23,6,0.662776724,,
23,6,0.658349146,,
23,6,0.640006325,,
23,6,0.63969007,,
24,1,0.774832322,,
24,1,0.778664963,,
24,1,0.784733312,,
24,1,0.771319067,,
24,1,0.795911849,,
24,1,0.783775152,,
24,1,0.779623124,,
24,1,0.775471095,,
24,1,0.776109869,,
24,1,0.77898435,,
24,1,0.785691472,,
24,1,0.777387416,,
24,1,0.776429256,,
24,1,0.778664963,,
24,1,0.789204727,,
24,1,0.783455765,,
24,1,0.780261897,,
24,1,0.791440434,,
24,1,0.784413925,,
24,1,0.778664963,,
24,3,0.820792079,,
24,3,0.820472692,,
24,3,0.821111466,,
24,3,0.809613542,,
24,3,0.817278825,,
24,3,0.821111466,,
24,3,0.825582881,,
24,3,0.823347173,,
24,3,0.82175024,,
24,3,0.81472373,,
24,3,0.819514532,,
24,3,0.818875759,,
24,3,0.826541041,,
24,3,0.818875759,,
24,3,0.823027787,,
24,3,0.815362504,,
24,3,0.823347173,,
24,3,0.827179815,,
24,3,0.811529863,,
24,3,0.817278825,,
24,4,0.715426381,,
24,4,0.712871287,,
24,4,0.713510061,,
24,4,0.708399872,,
24,4,0.725327371,,
24,4,0.718300862,,
24,4,0.722772277,,
24,4,0.714787608,,
24,4,0.713829447,,
24,4,0.718300862,,
24,4,0.718300862,,
24,4,0.71159374,,
24,4,0.716065155,,
24,4,0.706802938,,
24,4,0.716384542,,
24,4,0.719259023,,
24,4,0.710954966,,
24,4,0.709358033,,
24,4,0.704567231,,
24,4,0.713510061,,
24,5,0.696390929,,
24,5,0.702139891,,
24,5,0.711402108,,
24,5,0.696710316,,
24,5,0.715873523,,
24,5,0.710124561,,
24,5,0.709166401,,
24,5,0.720025551,,
24,5,0.712679655,,
24,5,0.704694986,,
24,5,0.701501118,,
24,5,0.690961354,,
24,5,0.717470457,,
24,5,0.697987863,,
24,5,0.69830725,,
24,5,0.707569467,,
24,5,0.707569467,,
24,5,0.69734909,,
24,5,0.699904184,,
24,5,0.70629192,,
24,6,0.641280741,,
24,6,0.653736825,,
24,6,0.659485787,,
24,6,0.648626637,,
24,6,0.660763334,,
24,6,0.659166401,,
24,6,0.665554136,,
24,6,0.662679655,,
24,6,0.659485787,,
24,6,0.65725008,,
24,6,0.651820505,,
24,6,0.640961354,,
24,6,0.66619291,,
24,6,0.648946024,,
24,6,0.652139891,,
24,6,0.654694986,,
24,6,0.657569467,,
24,6,0.645432769,,
24,6,0.64926541,,
24,6,0.64830725,,
25,1,0.770967742,,
25,1,0.773870968,,
25,1,0.779677419,,
25,1,0.779354839,,
25,1,0.782580645,,
25,1,0.800322581,,
25,1,0.789677419,,
25,1,0.775806452,,
25,1,0.776774194,,
25,1,0.762903226,,
25,1,0.772580645,,
25,1,0.775483871,,
25,1,0.781612903,,
25,1,0.76,,
25,1,0.773870968,,
25,1,0.774516129,,
25,1,0.778387097,,
25,1,0.779354839,,
25,1,0.781612903,,
25,1,0.769354839,,
25,3,0.825806452,,
25,3,0.815483871,,
25,3,0.820967742,,
25,3,0.815483871,,
25,3,0.818387097,,
25,3,0.821935484,,
25,3,0.828709677,,
25,3,0.821612903,,
25,3,0.810967742,,
25,3,0.822580645,,
25,3,0.818387097,,
25,3,0.819677419,,
25,3,0.833548387,,
25,3,0.807741935,,
25,3,0.825483871,,
25,3,0.824516129,,
25,3,0.825806452,,
25,3,0.828709677,,
25,3,0.812580645,,
25,3,0.814516129,,
25,4,0.702580645,,
25,4,0.709032258,,
25,4,0.71,,
25,4,0.707741935,,
25,4,0.728709677,,
25,4,0.733225806,,
25,4,0.723225806,,
25,4,0.718064516,,
25,4,0.712580645,,
25,4,0.724193548,,
25,4,0.713548387,,
25,4,0.714516129,,
25,4,0.710645161,,
25,4,0.69483871,,
25,4,0.709354839,,
25,4,0.721290323,,
25,4,0.712258065,,
25,4,0.719354839,,
25,4,0.704193548,,
25,4,0.711935484,,
25,5,0.696774194,,
25,5,0.701290323,,
25,5,0.701935484,,
25,5,0.705806452,,
25,5,0.702258065,,
25,5,0.696451613,,
25,5,0.698387097,,
25,5,0.704193548,,
25,5,0.702903226,,
25,5,0.706774194,,
25,5,0.699677419,,
25,5,0.708709677,,
25,5,0.699032258,,
25,5,0.700967742,,
25,5,0.697741935,,
25,5,0.693225806,,
25,5,0.711612903,,
25,5,0.70516129,,
25,5,0.693870968,,
25,5,0.701612903,,
25,6,0.640645161,,
25,6,0.650645161,,
25,6,0.654193548,,
25,6,0.657741935,,
25,6,0.656774194,,
25,6,0.652580645,,
25,6,0.65516129,,
25,6,0.658064516,,
25,6,0.656451613,,
25,6,0.657741935,,
25,6,0.649677419,,
25,6,0.653870968,,
25,6,0.645483871,,
25,6,0.649354839,,
25,6,0.649032258,,
25,6,0.651290323,,
25,6,0.658709677,,
25,6,0.649677419,,
25,6,0.649677419,,
25,6,0.657096774,,
26,1,0.779732812,,
26,1,0.767676768,,
26,1,0.782339524,,
26,1,0.771586836,,
26,1,0.783968719,,
26,1,0.789182144,,
26,1,0.784294558,,
26,1,0.773216031,,
26,1,0.776474422,,
26,1,0.776148583,,
26,1,0.766699251,,
26,1,0.764744216,,
26,1,0.772890192,,
26,1,0.78364288,,
26,1,0.78364288,,
26,1,0.773867709,,
26,1,0.779732812,,
26,1,0.7904855,,
26,1,0.769957641,,
26,1,0.772238514,,
26,3,0.8257087,,
26,3,0.819191919,,
26,3,0.830922124,,
26,3,0.813326817,,
26,3,0.81886608,,
26,3,0.82245031,,
26,3,0.818214402,,
26,3,0.815933529,,
26,3,0.811697621,,
26,3,0.823753666,,
26,3,0.808439231,,
26,3,0.813000978,,
26,3,0.816259368,,
26,3,0.822776149,,
26,3,0.818214402,,
26,3,0.824405344,,
26,3,0.81560769,,
26,3,0.826360378,,
26,3,0.808113392,,
26,3,0.824405344,,
26,4,0.719126751,,
26,4,0.712284132,,
26,4,0.717497556,,
26,4,0.721081786,,
26,4,0.721733464,,
26,4,0.71945259,,
26,4,0.731182796,,
26,4,0.714565005,,
26,4,0.710980775,,
26,4,0.720104268,,
26,4,0.710329097,,
26,4,0.714565005,,
26,4,0.702183122,,
26,4,0.720430108,,
26,4,0.719778429,,
26,4,0.703812317,,
26,4,0.710003258,,
26,4,0.728901922,,
26,4,0.716845878,,
26,4,0.710329097,,
26,5,0.690974259,,
26,5,0.695861844,,
26,5,0.706614532,,
26,5,0.708243728,,
26,5,0.6971652,,
26,5,0.688367546,,
26,5,0.702704464,,
26,5,0.700097752,,
26,5,0.715412186,,
26,5,0.699120235,,
26,5,0.695536005,,
26,5,0.712479635,,
26,5,0.702052786,,
26,5,0.71410883,,
26,5,0.695861844,,
26,5,0.702378625,,
26,5,0.697491039,,
26,5,0.697491039,,
26,5,0.702378625,,
26,5,0.706614532,,
26,6,0.641951776,,
26,6,0.644232649,,
26,6,0.658895406,,
26,6,0.659872923,,
26,6,0.652052786,,
26,6,0.64064842,,
26,6,0.65074943,,
26,6,0.651726947,,
26,6,0.661827957,,
26,6,0.655637015,,
26,6,0.649120235,,
26,6,0.663131313,,
26,6,0.646513522,,
26,6,0.665738025,,
26,6,0.6471652,,
26,6,0.656288693,,
26,6,0.648142717,,
26,6,0.645861844,,
26,6,0.653030303,,
26,6,0.647816878,,
27,1,0.788676761,,
27,1,0.783739302,,
27,1,0.782093483,,
27,1,0.785385122,,
27,1,0.781764319,,
27,1,0.782422646,,
27,1,0.777156024,,
27,1,0.775510204,,
27,1,0.772547729,,
27,1,0.769914417,,
27,1,0.773864384,,
27,1,0.770572745,,
27,1,0.783410138,,
27,1,0.793943384,,
27,1,0.777485188,,
27,1,0.775510204,,
27,1,0.763001975,,
27,1,0.775510204,,
27,1,0.768597762,,
27,1,0.771560237,,
27,3,0.820671494,,
27,3,0.819025675,,
27,3,0.829888084,,
27,3,0.821000658,,
27,3,0.819025675,,
27,3,0.814088216,,
27,3,0.822975642,,
27,3,0.818038183,,
27,3,0.810467413,,
27,3,0.819684003,,
27,3,0.821000658,,
27,3,0.824950625,,
27,3,0.811454905,,
27,3,0.83120474,,
27,3,0.819684003,,
27,3,0.818367347,,
27,3,0.814746544,,
27,3,0.818696511,,
27,3,0.818038183,,
27,3,0.817050691,,
27,4,0.727781435,,
27,4,0.723502304,,
27,4,0.716589862,,
27,4,0.723502304,,
27,4,0.719223173,,
27,4,0.720210665,,
27,4,0.722514812,,
27,4,0.722514812,,
27,4,0.715273206,,
27,4,0.71560237,,
27,4,0.7080316,,
27,4,0.710335747,,
27,4,0.726793943,,
27,4,0.722843976,,
27,4,0.714944042,,
27,4,0.720210665,,
27,4,0.702764977,,
27,4,0.711323239,,
27,4,0.707702436,,
27,4,0.709348255,,
27,5,0.700197498,,
27,5,0.690980908,,
27,5,0.695589203,,
27,5,0.706122449,,
27,5,0.698222515,,
27,5,0.68604345,,
27,5,0.699868334,,
27,5,0.699210007,,
27,5,0.694601712,,
27,5,0.692955892,,
27,5,0.684726794,,
27,5,0.696576695,,
27,5,0.70283081,,
27,5,0.715009875,,
27,5,0.699210007,,
27,5,0.694272548,,
27,5,0.703489138,,
27,5,0.697564187,,
27,5,0.709084924,,
27,5,0.70283081,,
27,6,0.646576695,,
27,6,0.639005925,,
27,6,0.65118499,,
27,6,0.656780777,,
27,6,0.645918367,,
27,6,0.639993417,,
27,6,0.648222515,,
27,6,0.649539171,,
27,6,0.642626728,,
27,6,0.642626728,,
27,6,0.638676761,,
27,6,0.645260039,,
27,6,0.648222515,,
27,6,0.665339039,,
27,6,0.651514154,,
27,6,0.651514154,,
27,6,0.65283081,,
27,6,0.646905859,,
27,6,0.663034891,,
27,6,0.648551679,,
28,1,0.792484204,,
28,1,0.775856335,,
28,1,0.783837712,,
28,1,0.779847024,,
28,1,0.773860991,,
28,1,0.781177253,,
28,1,0.782507483,,
28,1,0.779514466,,
28,1,0.771533089,,
28,1,0.765547057,,
28,1,0.768540073,,
28,1,0.780844696,,
28,1,0.77519122,,
28,1,0.773860991,,
28,1,0.78284004,,
28,1,0.790821417,,
28,1,0.776188893,,
28,1,0.783172597,,
28,1,0.781177253,,
28,1,0.784170269,,
28,3,0.817525773,,
28,3,0.810209511,,
28,3,0.822846691,,
28,3,0.81918856,,
28,3,0.823844363,,
28,3,0.821516462,,
28,3,0.819853675,,
28,3,0.821516462,,
28,3,0.817193216,,
28,3,0.823179248,,
28,3,0.821849019,,
28,3,0.830162953,,
28,3,0.815197872,,
28,3,0.815530429,,
28,3,0.811872298,,
28,3,0.820518789,,
28,3,0.817525773,,
28,3,0.814865314,,
28,3,0.820186232,,
28,3,0.823511806,,
28,4,0.726637845,,
28,4,0.702693715,,
28,4,0.722979714,,
28,4,0.715663452,,
28,4,0.717326239,,
28,4,0.711340206,,
28,4,0.706684403,,
28,4,0.718656468,,
28,4,0.706684403,,
28,4,0.702361157,,
28,4,0.713002993,,
28,4,0.71965414,,
28,4,0.716993681,,
28,4,0.711007649,,
28,4,0.715663452,,
28,4,0.73362155,,
28,4,0.711007649,,
28,4,0.720651812,,
28,4,0.716328567,,
28,4,0.714998337,,
28,5,0.689324909,,
28,5,0.704622547,,
28,5,0.699634187,,
28,5,0.700631859,,
28,5,0.709278351,,
28,5,0.695976056,,
28,5,0.704955105,,
28,5,0.702294646,,
28,5,0.700964416,,
28,5,0.690322581,,
28,5,0.712271367,,
28,5,0.711273695,,
28,5,0.709943465,,
28,5,0.694645826,,
28,5,0.700964416,,
28,5,0.697638843,,
28,5,0.708613236,,
28,5,0.699966744,,
28,5,0.711938809,,
28,5,0.693315597,,
28,6,0.63666445,,
28,6,0.652294646,,
28,6,0.658945793,,
28,6,0.652959761,,
28,6,0.659610908,,
28,6,0.648969072,,
28,6,0.661606252,,
28,6,0.656950449,,
28,6,0.652627203,,
28,6,0.643980712,,
28,6,0.66060858,,
28,6,0.658280678,,
28,6,0.658280678,,
28,6,0.648969072,,
28,6,0.653957433,,
28,6,0.652627203,,
28,6,0.656285334,,
28,6,0.64930163,,
28,6,0.666594613,,
28,6,0.643648154,,
29,1,0.770833333,,
29,1,0.774193548,,
29,1,0.772849462,,
29,1,0.786626344,,
29,1,0.787634409,,
29,1,0.786626344,,
29,1,0.78125,,
29,1,0.773521505,,
29,1,0.772849462,,
29,1,0.777217742,,
29,1,0.778561828,,
29,1,0.784610215,,
29,1,0.777217742,,
29,1,0.778561828,,
29,1,0.777889785,,
29,1,0.775537634,,
29,1,0.777217742,,
29,1,0.779233871,,
29,1,0.759408602,,
29,1,0.773185484,,
29,3,0.813978495,,
29,3,0.816666667,,
29,3,0.823387097,,
29,3,0.814650538,,
29,3,0.827083333,,
29,3,0.82405914,,
29,3,0.820362903,,
29,3,0.820698925,,
29,3,0.81969086,,
29,3,0.811290323,,
29,3,0.824731183,,
29,3,0.819018817,,
29,3,0.828091398,,
29,3,0.814650538,,
29,3,0.81969086,,
29,3,0.823723118,,
29,3,0.816330645,,
29,3,0.822715054,,
29,3,0.821370968,,
29,3,0.827755376,,
29,4,0.714045699,,
29,4,0.726814516,,
29,4,0.71202957,,
29,4,0.713373656,,
29,4,0.716397849,,
29,4,0.716733871,,
29,4,0.702284946,,
29,4,0.719758065,,
29,4,0.715725806,,
29,4,0.716733871,,
29,4,0.716061828,,
29,4,0.711021505,,
29,4,0.713037634,,
29,4,0.715053763,,
29,4,0.717069892,,
29,4,0.716397849,,
29,4,0.718077957,,
29,4,0.716733871,,
29,4,0.704301075,,
29,4,0.714045699,,
29,5,0.704099462,,
29,5,0.705443548,,
29,5,0.694354839,,
29,5,0.703091398,,
29,5,0.706115591,,
29,5,0.702083333,,
29,5,0.695698925,,
29,5,0.695362903,,
29,5,0.695026882,,
29,5,0.695698925,,
29,5,0.699731183,,
29,5,0.692002688,,
29,5,0.710147849,,
29,5,0.70577957,,
29,5,0.715860215,,
29,5,0.709139785,,
29,5,0.702755376,,
29,5,0.702419355,,
29,5,0.71922043,,
29,5,0.707459677,,
29,6,0.659475806,,
29,6,0.654099462,,
29,6,0.649731183,,
29,6,0.653763441,,
29,6,0.659139785,,
29,6,0.648387097,,
29,6,0.650067204,,
29,6,0.651747312,,
29,6,0.647043011,,
29,6,0.649395161,,
29,6,0.653091398,,
29,6,0.639986559,,
29,6,0.664180108,,
29,6,0.652755376,,
29,6,0.671908602,,
29,6,0.652755376,,
29,6,0.646370968,,
29,6,0.647379032,,
29,6,0.663172043,,
29,6,0.652755376,,
30,1,0.78573854,,
30,1,0.78098472,,
30,1,0.786078098,,
30,1,0.756536503,,
30,1,0.787436333,,
30,1,0.784380306,,
30,1,0.769779287,,
30,1,0.78811545,,
30,1,0.775891341,,
30,1,0.781324278,,
30,1,0.785398981,,
30,1,0.760950764,,
30,1,0.7762309,,
30,1,0.778947368,,
30,1,0.782342954,,
30,1,0.782682513,,
30,1,0.770797963,,
30,1,0.771816638,,
30,1,0.779286927,,
30,1,0.76434635,,
30,3,0.822580645,,
30,3,0.813412564,,
30,3,0.823259762,,
30,3,0.819185059,,
30,3,0.821561969,,
30,3,0.815449915,,
30,3,0.811375212,,
30,3,0.822241087,,
30,3,0.829032258,,
30,3,0.821901528,,
30,3,0.814770798,,
30,3,0.818166384,,
30,3,0.811714771,,
30,3,0.810016978,,
30,3,0.821901528,,
30,3,0.819524618,,
30,3,0.828353141,,
30,3,0.827334465,,
30,3,0.816808149,,
30,3,0.807979626,,
30,4,0.714091681,,
30,4,0.717147708,,
30,4,0.716468591,,
30,4,0.711035654,,
30,4,0.712054329,,
30,4,0.733786078,,
30,4,0.716808149,,
30,4,0.710016978,,
30,4,0.708998302,,
30,4,0.720543294,,
30,4,0.726994907,,
30,4,0.705602716,,
30,4,0.721901528,,
30,4,0.723259762,,
30,4,0.711714771,,
30,4,0.729711375,,
30,4,0.708319185,,
30,4,0.715789474,,
30,4,0.710696095,,
30,4,0.703565365,,
30,5,0.703904924,,
30,5,0.692020374,,
30,5,0.703904924,,
30,5,0.708658744,,
30,5,0.708319185,,
30,5,0.706621392,,
30,5,0.698811545,,
30,5,0.676740238,,
30,5,0.695755518,,
30,5,0.708658744,,
30,5,0.699830221,,
30,5,0.693378608,,
30,5,0.702886248,,
30,5,0.700848896,,
30,5,0.705942275,,
30,5,0.722920204,,
30,5,0.701188455,,
30,5,0.691341256,,
30,5,0.710016978,,
30,5,0.693039049,,
30,6,0.656621392,,
30,6,0.643378608,,
30,6,0.655942275,,
30,6,0.663752122,,
30,6,0.656621392,,
30,6,0.657640068,,
30,6,0.647792869,,
30,6,0.641001698,,
30,6,0.644397284,,
30,6,0.653904924,,
30,6,0.658319185,,
30,6,0.640322581,,
30,6,0.657300509,,
30,6,0.651188455,,
30,6,0.659677419,,
30,6,0.666808149,,
30,6,0.654244482,,
30,6,0.643378608,,
30,6,0.652546689,,
30,6,0.643039049,,
31,1,0.776595745,,
31,1,0.778997941,,
31,1,0.769045985,,
31,1,0.774536719,,
31,1,0.771448181,,
31,1,0.771791352,,
31,1,0.769389156,,
31,1,0.770418668,,
31,1,0.778997941,,
31,1,0.779341112,,
31,1,0.776595745,,
31,1,0.778997941,,
31,1,0.768359643,,
31,1,0.767673301,,
31,1,0.770418668,,
31,1,0.768702814,,
31,1,0.773507207,,
31,1,0.774536719,,
31,1,0.760123542,,
31,1,0.77110501,,
31,3,0.82759094,,
31,3,0.825531915,,
31,3,0.815236788,,
31,3,0.824845573,,
31,3,0.825188744,,
31,3,0.819354839,,
31,3,0.822100206,,
31,3,0.813864104,,
31,3,0.828963624,,
31,3,0.818325326,,
31,3,0.820384351,,
31,3,0.828963624,,
31,3,0.810089224,,
31,3,0.815579959,,
31,3,0.817295813,,
31,3,0.821757035,,
31,3,0.822100206,,
31,3,0.814207275,,
31,3,0.823472889,,
31,3,0.830336307,,
31,4,0.715511325,,
31,4,0.70212766,,
31,4,0.715168154,,
31,4,0.700754976,,
31,4,0.700754976,,
31,4,0.715168154,,
31,4,0.710363761,,
31,4,0.720658888,,
31,4,0.723404255,,
31,4,0.714481812,,
31,4,0.70212766,,
31,4,0.723404255,,
31,4,0.702814001,,
31,4,0.701098147,,
31,4,0.709334248,,
31,4,0.722374743,,
31,4,0.718256692,,
31,4,0.717913521,,
31,4,0.704186685,,
31,4,0.70212766,,
31,5,0.71297186,,
31,5,0.700274537,,
31,5,0.7054221,,
31,5,0.706794784,,
31,5,0.704392588,,
31,5,0.69752917,,
31,5,0.686547701,,
31,5,0.688949897,,
31,5,0.701990391,,
31,5,0.69752917,,
31,5,0.695126973,,
31,5,0.701990391,,
31,5,0.698901853,,
31,5,0.701990391,,
31,5,0.69752917,,
31,5,0.705078929,,
31,5,0.709883322,,
31,5,0.700274537,,
31,5,0.702333562,,
31,5,0.716060398,,
31,6,0.658167467,,
31,6,0.654049417,,
31,6,0.653019904,,
31,6,0.651990391,,
31,6,0.654392588,,
31,6,0.658167467,,
31,6,0.639293068,,
31,6,0.643067948,,
31,6,0.654392588,,
31,6,0.654392588,,
31,6,0.65164722,,
31,6,0.654392588,,
31,6,0.653706246,,
31,6,0.642381606,,
31,6,0.644440631,,
31,6,0.658167467,,
31,6,0.667433082,,
31,6,0.648215511,,
31,6,0.656794784,,
31,6,0.657824296,,
32,1,0.75962539,,
32,1,0.773499827,,
32,1,0.764481443,,
32,1,0.763093999,,
32,1,0.76725633,,
32,1,0.760665973,,
32,1,0.75962539,,
32,1,0.766909469,,
32,1,0.771765522,,
32,1,0.769337496,,
32,1,0.762400277,,
32,1,0.783211932,,
32,1,0.771418661,,
32,1,0.772806105,,
32,1,0.763093999,,
32,1,0.774540409,,
32,1,0.774193548,,
32,1,0.779049601,,
32,1,0.764481443,,
32,1,0.779743323,,
32,3,0.818834547,,
32,3,0.821956296,,
32,3,0.830974679,,
32,3,0.81987513,,
32,3,0.816406521,,
32,3,0.820915713,,
32,3,0.821956296,,
32,3,0.81224419,,
32,3,0.820568852,,
32,3,0.81605966,,
32,3,0.820915713,,
32,3,0.822996878,,
32,3,0.824037461,,
32,3,0.814325356,,
32,3,0.822303156,,
32,3,0.825078044,,
32,3,0.817793965,,
32,3,0.820221991,,
32,3,0.810509886,,
32,3,0.816406521,,
32,4,0.706902532,,
32,4,0.710371141,,
32,4,0.703780784,,
32,4,0.707249393,,
32,4,0.711758585,,
32,4,0.712452307,,
32,4,0.707249393,,
32,4,0.706555671,,
32,4,0.699271592,,
32,4,0.715574055,,
32,4,0.691987513,,
32,4,0.709330558,,
32,4,0.714533472,,
32,4,0.707596254,,
32,4,0.704127645,,
32,4,0.708983698,,
32,4,0.707249393,,
32,4,0.712452307,,
32,4,0.711064863,,
32,4,0.716961498,,
32,5,0.718071453,,
32,5,0.701768991,,
32,5,0.688935137,,
32,5,0.698994103,,
32,5,0.706625043,,
32,5,0.703850156,,
32,5,0.68997572,,
32,5,0.700034686,,
32,5,0.68997572,,
32,5,0.702809573,,
32,5,0.693097468,,
32,5,0.700728408,,
32,5,0.695178633,,
32,5,0.693444329,,
32,5,0.680957336,,
32,5,0.696912938,,
32,5,0.696219216,,
32,5,0.696566077,,
32,5,0.704197017,,
32,5,0.7052376,,
32,6,0.66286854,,
32,6,0.654197017,,
32,6,0.635813389,,
32,6,0.648300382,,
32,6,0.657665626,,
32,6,0.660440513,,
32,6,0.643097468,,
32,6,0.649340964,,
32,6,0.639628859,,
32,6,0.65142213,,
32,6,0.647953521,,
32,6,0.653503295,,
32,6,0.64760666,,
32,6,0.652115852,,
32,6,0.643444329,,
32,6,0.65142213,,
32,6,0.656625043,,
32,6,0.645872355,,
32,6,0.653503295,,
32,6,0.650728408,,
33,1,0.76542777,,
33,1,0.77454418,,
33,1,0.762973352,,
33,1,0.782608696,,
33,1,0.774894811,,
33,1,0.783660589,,
33,1,0.760869565,,
33,1,0.775596073,,
33,1,0.764375877,,
33,1,0.769284712,,
33,1,0.76542777,,
33,1,0.769635344,,
33,1,0.75911641,,
33,1,0.77173913,,
33,1,0.776647966,,
33,1,0.774193548,,
33,1,0.764025245,,
33,1,0.764025245,,
33,1,0.772440393,,
33,1,0.771388499,,
33,3,0.812692847,,
33,3,0.824263675,,
33,3,0.814796634,,
33,3,0.817251052,,
33,3,0.813394109,,
33,3,0.825315568,,
33,3,0.810238429,,
33,3,0.820757363,,
33,3,0.815147265,,
33,3,0.818653576,,
33,3,0.821458626,,
33,3,0.820757363,,
33,3,0.822510519,,
33,3,0.822159888,,
33,3,0.819004208,,
33,3,0.823562412,,
33,3,0.809537167,,
33,3,0.821809257,,
33,3,0.822510519,,
33,3,0.817952314,,
33,4,0.696353436,,
33,4,0.72230014,,
33,4,0.702664797,,
33,4,0.722650771,,
33,4,0.70687237,,
33,4,0.720897616,,
33,4,0.707573633,,
33,4,0.707573633,,
33,4,0.703366059,,
33,4,0.704417952,,
33,4,0.700210379,,
33,4,0.715287518,,
33,4,0.695301543,,
33,4,0.714936886,,
33,4,0.70371669,,
33,4,0.712482468,,
33,4,0.701963534,,
33,4,0.704417952,,
33,4,0.70371669,,
33,4,0.706171108,,
33,5,0.710308555,,
33,5,0.698737728,,
33,5,0.694880785,,
33,5,0.696984572,,
33,5,0.701192146,,
33,5,0.705049088,,
33,5,0.697335203,,
33,5,0.696633941,,
33,5,0.68401122,,
33,5,0.678401122,,
33,5,0.692426367,,
33,5,0.69628331,,
33,5,0.6871669,,
33,5,0.717321178,,
33,5,0.697335203,,
33,5,0.70259467,,
33,5,0.706451613,,
33,5,0.692776999,,
33,5,0.699088359,,
33,5,0.704347826,,
33,6,0.666619916,,
33,6,0.651542777,,
33,6,0.644880785,,
33,6,0.646984572,,
33,6,0.653295933,,
33,6,0.657503506,,
33,6,0.65259467,,
33,6,0.648036466,,
33,6,0.632959327,,
33,6,0.63085554,,
33,6,0.636816269,,
33,6,0.651893408,,
33,6,0.631556802,,
33,6,0.659256662,,
33,6,0.64628331,,
33,6,0.660308555,,
33,6,0.657854137,,
33,6,0.642075736,,
33,6,0.653295933,,
33,6,0.655399719,,
34,1,0.770294222,,
34,1,0.790145339,,
34,1,0.767103864,,
34,1,0.767103864,,
34,1,0.759659695,,
34,1,0.790854307,,
34,1,0.78270117,,
34,1,0.768167317,,
34,1,0.769230769,,
34,1,0.763204537,,
34,1,0.77348458,,
34,1,0.767103864,,
34,1,0.768521801,,
34,1,0.772066643,,
34,1,0.775257001,,
34,1,0.767103864,,
34,1,0.77348458,,
34,1,0.762850053,,
34,1,0.783410138,,
34,1,0.776674938,,
34,3,0.817050691,,
34,3,0.809961007,,
34,3,0.820950018,,
34,3,0.819886565,,
34,3,0.810669975,,
34,3,0.820241049,,
34,3,0.825203828,,
34,3,0.814214817,,
34,3,0.820241049,,
34,3,0.819886565,,
34,3,0.821658986,,
34,3,0.817405175,,
34,3,0.822367955,,
34,3,0.818468628,,
34,3,0.820241049,,
34,3,0.811024459,,
34,3,0.821658986,,
34,3,0.822367955,,
34,3,0.819886565,,
34,3,0.835838355,,
34,4,0.709322935,,
34,4,0.71393123,,
34,4,0.703296703,,
34,4,0.708259482,,
34,4,0.705069124,,
34,4,0.718894009,,
34,4,0.710031904,,
34,4,0.693371145,,
34,4,0.69549805,,
34,4,0.702233251,,
34,4,0.712513293,,
34,4,0.711095356,,
34,4,0.699397377,,
34,4,0.706132577,,
34,4,0.721020915,,
34,4,0.713222262,,
34,4,0.705069124,,
34,4,0.703651188,,
34,4,0.724565757,,
34,4,0.711804325,,
34,5,0.720808224,,
34,5,0.691740518,,
34,5,0.685359801,,
34,5,0.700248139,,
34,5,0.71371854,,
34,5,0.710528181,,
34,5,0.689968096,,
34,5,0.682169443,,
34,5,0.694576391,,
34,5,0.697057781,,
34,5,0.689613612,,
34,5,0.694221907,,
34,5,0.697412265,,
34,5,0.705919887,,
34,5,0.708401276,,
34,5,0.699539171,,
34,5,0.701666076,,
34,5,0.690322581,,
34,5,0.703792981,,
34,5,0.710173697,,
34,6,0.662300603,,
34,6,0.649184686,,
34,6,0.641031549,,
34,6,0.656983339,,
34,6,0.664427508,,
34,6,0.659464729,,
34,6,0.647057781,,
34,6,0.641031549,,
34,6,0.643512939,,
34,6,0.651666076,,
34,6,0.64528536,,
34,6,0.647412265,,
34,6,0.645994328,,
34,6,0.653084013,,
34,6,0.658401276,,
34,6,0.653084013,,
34,6,0.652729529,,
34,6,0.645994328,,
34,6,0.659819213,,
34,6,0.663009571,,
35,1,0.769892473,,
35,1,0.778494624,,
35,1,0.76702509,,
35,1,0.770609319,,
35,1,0.773835125,,
35,1,0.769892473,,
35,1,0.753405018,,
35,1,0.760215054,,
35,1,0.763082437,,
35,1,0.774193548,,
35,1,0.77562724,,
35,1,0.770967742,,
35,1,0.774910394,,
35,1,0.783154122,,
35,1,0.767383513,,
35,1,0.759498208,,
35,1,0.770609319,,
35,1,0.7609319,,
35,1,0.763799283,,
35,1,0.775268817,,
35,3,0.82078853,,
35,3,0.820071685,,
