times,model,Accuracy,F1 Score,Recall,Precision,weighted_precision,weighted_recall,test_accuracy,test_f1_weighted
16,6,0.652160402,0.640179788,0.652160402,0.640501884,0.640501884,0.652160402,0.625818657,0.616193188
16,6,0.654232021,0.640392814,0.654232021,0.638706409,0.638706409,0.654232021,0.640910927,0.627297961
16,6,0.659559041,0.643733163,0.659559041,0.641120666,0.641120666,0.659559041,0.641509666,0.631488338
16,6,0.657487422,0.641441437,0.657487422,0.639347498,0.639347498,0.657487422,0.643580672,0.635629993
16,6,0.654232021,0.640392814,0.654232021,0.638706409,0.638706409,0.654232021,0.632630415,0.619302649
16,6,0.649792838,0.638050405,0.649792838,0.64115828,0.64115828,0.649792838,0.648016786,0.635184526
16,6,0.666365789,0.651433394,0.666365789,0.655261635,0.655261635,0.666365789,0.653638965,0.642268931
16,6,0.65364013,0.640524582,0.65364013,0.641265155,0.641265155,0.65364013,0.632928028,0.621624394
16,6,0.656007695,0.639200866,0.656007695,0.635185504,0.635185504,0.656007695,0.633519744,0.621796333
16,6,0.658671204,0.647093139,0.658671204,0.648230529,0.648230529,0.658671204,0.633808579,0.620679943
16,6,0.660150932,0.644565979,0.660150932,0.641801656,0.641801656,0.660150932,0.633815602,0.618332273
16,6,0.664590115,0.653074514,0.664590115,0.654254325,0.654254325,0.664590115,0.642100504,0.633749737
16,6,0.650680675,0.637797093,0.650680675,0.637283689,0.637283689,0.650680675,0.630859656,0.618083337
17,1,0.784348865,0.78351104,0.784348865,0.784242861,0.784242861,0.784348865,0.438787202,0.435928071
17,1,0.792413381,0.790670277,0.792413381,0.791329223,0.791329223,0.792413381,0.459977657,0.458153254
17,1,0.775089606,0.773186817,0.775089606,0.774906522,0.774906522,0.775089606,0.464743945,0.462581377
17,1,0.77688172,0.775354994,0.77688172,0.776737965,0.776737965,0.77688172,0.445945125,0.442704644
17,1,0.78614098,0.784865515,0.78614098,0.78590888,0.78590888,0.78614098,0.450703369,0.449900062
17,1,0.77688172,0.775812644,0.77688172,0.777345726,0.777345726,0.77688172,0.448621861,0.446892871
17,1,0.776583035,0.775184596,0.776583035,0.776526683,0.776526683,0.776583035,0.456382161,0.454205913
17,1,0.783751493,0.781990689,0.783751493,0.783259593,0.783259593,0.783751493,0.460569309,0.458936258
17,1,0.774193548,0.773032565,0.774193548,0.773163816,0.773163816,0.774193548,0.423531147,0.420149323
17,1,0.778673835,0.777082259,0.778673835,0.778596662,0.778596662,0.778673835,0.459087497,0.457889028
17,1,0.777180406,0.775717274,0.777180406,0.776241871,0.776241871,0.777180406,0.440866923,0.437567691
17,1,0.774193548,0.773032565,0.774193548,0.773163816,0.773163816,0.774193548,0.416672625,0.414346003
17,1,0.783751493,0.782594826,0.783751493,0.783334097,0.783334097,0.783751493,0.445346322,0.443363961
17,1,0.782855436,0.781599285,0.782855436,0.782017806,0.782017806,0.782855436,0.462959156,0.461312053
17,1,0.785244922,0.784234999,0.785244922,0.78511932,0.78511932,0.785244922,0.432792922,0.430019982
17,1,0.777479092,0.776270621,0.777479092,0.776721552,0.776721552,0.777479092,0.458177675,0.456156745
17,1,0.787634409,0.786485384,0.787634409,0.787485352,0.787485352,0.787634409,0.46056484,0.459656317
17,1,0.790322581,0.789616083,0.790322581,0.790864636,0.790864636,0.790322581,0.460882116,0.459360047
17,1,0.791218638,0.789793347,0.791218638,0.790054099,0.790054099,0.791218638,0.437886317,0.436148461
17,1,0.776583035,0.775500955,0.776583035,0.776561762,0.776561762,0.776583035,0.436980963,0.434714917
17,3,0.819056153,0.819036169,0.819056153,0.819308394,0.819308394,0.819056153,0.719288587,0.718419403
17,3,0.815770609,0.815681902,0.815770609,0.816201994,0.816201994,0.815770609,0.704658146,0.703674367
17,3,0.821744325,0.821855922,0.821744325,0.822386581,0.822386581,0.821744325,0.706756636,0.705413178
17,3,0.817562724,0.817549242,0.817562724,0.817947131,0.817947131,0.817562724,0.702272768,0.7007042
17,3,0.818458781,0.818325299,0.818458781,0.818639809,0.818639809,0.818458781,0.709133077,0.708740752
17,3,0.821445639,0.821555952,0.821445639,0.821988414,0.821988414,0.821445639,0.726450085,0.725607474
17,3,0.807706093,0.807748896,0.807706093,0.807931,0.807931,0.807706093,0.70525963,0.704230816
17,3,0.820250896,0.820291986,0.820250896,0.820905589,0.820905589,0.820250896,0.713008312,0.713065739
17,3,0.809796894,0.809711053,0.809796894,0.809867848,0.809867848,0.809796894,0.701656985,0.700788463
17,3,0.818757467,0.818714476,0.818757467,0.818914674,0.818914674,0.818757467,0.701968898,0.701717079
17,3,0.819056153,0.818855802,0.819056153,0.819072866,0.819072866,0.819056153,0.708247386,0.707661354
17,3,0.809796894,0.809711053,0.809796894,0.809867848,0.809867848,0.809796894,0.704067388,0.703307113
17,3,0.818757467,0.818673181,0.818757467,0.818902017,0.818902017,0.818757467,0.702560551,0.70127028
17,3,0.817264038,0.817268087,0.817264038,0.818042569,0.818042569,0.817264038,0.712721423,0.712099562
17,3,0.815770609,0.815694689,0.815770609,0.816074527,0.816074527,0.815770609,0.709140227,0.70890347
17,3,0.828315412,0.8282742,0.828315412,0.828412441,0.828412441,0.828315412,0.709148271,0.708975604
17,3,0.827419355,0.827373874,0.827419355,0.827805983,0.827805983,0.827419355,0.713607114,0.712876097
17,3,0.826523297,0.826483018,0.826523297,0.826678171,0.826678171,0.826523297,0.704054875,0.704034258
17,3,0.823835125,0.823888016,0.823835125,0.824068674,0.824068674,0.823835125,0.709440522,0.708227654
17,3,0.819056153,0.819110489,0.819056153,0.819708908,0.819708908,0.819056153,0.7148074,0.714436737
17,4,0.72520908,0.722905235,0.72520908,0.722909142,0.722909142,0.72520908,0.421743677,0.418647296
17,4,0.724014337,0.720552216,0.724014337,0.720925002,0.720925002,0.724014337,0.437291089,0.435064367
17,4,0.716547192,0.712479147,0.716547192,0.713206701,0.713206701,0.716547192,0.429217982,0.426485855
17,4,0.719235364,0.715410152,0.719235364,0.715733173,0.715733173,0.719235364,0.419066941,0.417042123
17,4,0.715053763,0.712019868,0.715053763,0.711594907,0.711594907,0.715053763,0.429218876,0.427414528
17,4,0.708482676,0.706246376,0.708482676,0.705923616,0.705923616,0.708482676,0.425636786,0.422653071
17,4,0.715949821,0.713696363,0.715949821,0.713300497,0.713300497,0.715949821,0.424131737,0.420958595
17,4,0.711469534,0.708344713,0.711469534,0.707655599,0.707655599,0.711469534,0.419051747,0.417684029
17,4,0.706690562,0.704820294,0.706690562,0.703837037,0.703837037,0.706690562,0.3966762,0.395254651
17,4,0.713560335,0.709337187,0.713560335,0.709244274,0.709244274,0.713560335,0.416972026,0.414013196
17,4,0.710573477,0.706401368,0.710573477,0.706118131,0.706118131,0.710573477,0.408898025,0.406841056
17,4,0.706690562,0.704820294,0.706690562,0.703837037,0.703837037,0.706690562,0.399320761,0.397184739
17,4,0.725806452,0.723069641,0.725806452,0.72285705,0.72285705,0.725806452,0.40471177,0.400920502
17,4,0.724313023,0.720972419,0.724313023,0.719513398,0.719513398,0.724313023,0.426229332,0.423504673
17,4,0.715949821,0.712998774,0.715949821,0.713300193,0.713300193,0.715949821,0.419356511,0.417525553
17,4,0.715053763,0.711584055,0.715053763,0.711708205,0.711708205,0.715053763,0.423231745,0.420393773
17,4,0.717741935,0.714608772,0.717741935,0.71412032,0.71412032,0.717741935,0.439367236,0.438016246
17,4,0.721923536,0.719424698,0.721923536,0.719533442,0.719533442,0.721923536,0.418754134,0.417244826
17,4,0.718936679,0.716297736,0.718936679,0.716174868,0.716174868,0.718936679,0.403824292,0.401054556
17,4,0.716547192,0.714050643,0.716547192,0.713652734,0.713652734,0.716547192,0.412499777,0.40952808
17,5,0.705555556,0.698475619,0.705555556,0.699240013,0.699240013,0.705555556,0.68345786,0.677843201
17,5,0.7109319,0.703127227,0.7109319,0.705794479,0.705794479,0.7109319,0.69183305,0.685132488
17,5,0.708841099,0.700421085,0.708841099,0.702319321,0.702319321,0.708841099,0.69987309,0.694266434
17,5,0.699283154,0.690911785,0.699283154,0.691296744,0.691296744,0.699283154,0.686444722,0.678241844
17,5,0.714814815,0.70512026,0.714814815,0.704879098,0.704879098,0.714814815,0.693618733,0.685003647
17,5,0.700477897,0.690421135,0.700477897,0.689906516,0.689906516,0.700477897,0.684083475,0.676443756
17,5,0.700776583,0.692529252,0.700776583,0.693691978,0.693691978,0.700776583,0.691227992,0.684124896
17,5,0.7109319,0.703644034,0.7109319,0.704282776,0.704282776,0.7109319,0.690017875,0.682294308
17,5,0.697789725,0.69006818,0.697789725,0.691879547,0.691879547,0.697789725,0.686747699,0.678256759
17,5,0.69181601,0.68205231,0.69181601,0.680817203,0.680817203,0.69181601,0.689133077,0.681771542
17,5,0.706451613,0.698355693,0.706451613,0.696990165,0.696990165,0.706451613,0.697802306,0.69136933
17,5,0.697789725,0.69006818,0.697789725,0.691879547,0.691879547,0.697789725,0.687037269,0.680053077
17,5,0.713918757,0.706045079,0.713918757,0.70686607,0.70686607,0.713918757,0.69838949,0.693080467
17,5,0.715412186,0.706440184,0.715412186,0.708262224,0.708262224,0.715412186,0.705584056,0.699676549
17,5,0.703464755,0.695201621,0.703464755,0.695674766,0.695674766,0.703464755,0.678672804,0.673496878
17,5,0.701971326,0.693209847,0.701971326,0.693191832,0.693191832,0.701971326,0.685850389,0.677053656
17,5,0.693608124,0.685232852,0.693608124,0.684093524,0.684093524,0.693608124,0.693899365,0.685421952
17,5,0.704360812,0.695510405,0.704360812,0.697099048,0.697099048,0.704360812,0.685839664,0.678315087
17,5,0.704659498,0.696184716,0.704659498,0.696306458,0.696306458,0.704659498,0.678676379,0.671459658
17,5,0.706750299,0.69946132,0.706750299,0.69986369,0.69986369,0.706750299,0.686730718,0.680957922
17,6,0.650776583,0.639301985,0.650776583,0.638326812,0.638326812,0.650776583,0.631663241,0.623056836
17,6,0.661827957,0.647589175,0.661827957,0.648084072,0.648084072,0.661827957,0.646890696,0.634385997
17,6,0.661230585,0.64589945,0.661230585,0.646374638,0.646374638,0.661230585,0.646307087,0.637151603
17,6,0.658243728,0.646314083,0.658243728,0.647631683,0.647631683,0.658243728,0.643305925,0.632833937
17,6,0.659737157,0.647788838,0.659737157,0.64944804,0.64944804,0.659737157,0.64689874,0.637042671
17,6,0.646594982,0.633318039,0.646594982,0.632234058,0.632234058,0.646594982,0.631668603,0.621424763
17,6,0.651971326,0.638847185,0.651971326,0.640377824,0.640377824,0.651971326,0.638831888,0.63105082
17,6,0.65734767,0.644185536,0.65734767,0.643550357,0.643550357,0.65734767,0.646885334,0.638287448
17,6,0.653166069,0.640026204,0.653166069,0.639597316,0.639597316,0.653166069,0.635230137,0.62141675
17,6,0.645400239,0.631579638,0.645400239,0.629186958,0.629186958,0.645400239,0.631081419,0.621778129
17,6,0.662724014,0.649145782,0.662724014,0.647756434,0.647756434,0.662724014,0.640622933,0.629781644
17,6,0.653166069,0.640026204,0.653166069,0.639597316,0.639597316,0.653166069,0.638222361,0.62398553
17,6,0.672580645,0.660635444,0.672580645,0.663141504,0.663141504,0.672580645,0.659730092,0.650648098
17,6,0.6609319,0.647551235,0.6609319,0.648908639,0.648908639,0.6609319,0.649282331,0.639481936
17,6,0.650477897,0.638313311,0.650477897,0.642162922,0.642162922,0.650477897,0.625101439,0.617822292
17,6,0.651971326,0.638102879,0.651971326,0.638924286,0.638924286,0.651971326,0.626871928,0.615023369
17,6,0.646296296,0.63364487,0.646296296,0.632113014,0.632113014,0.646296296,0.643944052,0.628465061
17,6,0.658542413,0.644472202,0.658542413,0.646627067,0.646627067,0.658542413,0.63912414,0.627314983
17,6,0.652270012,0.641485888,0.652270012,0.643790999,0.643790999,0.652270012,0.629268031,0.619364612
17,6,0.658841099,0.647944542,0.658841099,0.648316585,0.648316585,0.658841099,0.637334882,0.629043075
18,1,0.776906844,0.775197663,0.776906844,0.775970331,0.775970331,0.776906844,0.440750919,0.440431233
18,1,0.78384082,0.782662148,0.78384082,0.783364113,0.783364113,0.78384082,0.451331307,0.449101673
18,1,0.766656617,0.764868698,0.766656617,0.765812365,0.765812365,0.766656617,0.457033269,0.454892607
18,1,0.769369913,0.768185056,0.769369913,0.76918172,0.76918172,0.769369913,0.454015761,0.451408976
18,1,0.788664456,0.786323468,0.788664456,0.78750174,0.78750174,0.788664456,0.460061697,0.457207757
18,1,0.78926741,0.787834011,0.78926741,0.788652466,0.788652466,0.78926741,0.44710989,0.444842915
18,1,0.780826048,0.779568751,0.780826048,0.780955287,0.780955287,0.780826048,0.448899829,0.447026692
18,1,0.782031957,0.780900339,0.782031957,0.781602004,0.781602004,0.782031957,0.445585666,0.442919792
18,1,0.779318661,0.777894752,0.779318661,0.778887144,0.778887144,0.779318661,0.454621811,0.453805024
18,1,0.782936388,0.782012471,0.782936388,0.78237301,0.78237301,0.782936388,0.453727296,0.452225867
18,1,0.780826048,0.779478841,0.780826048,0.780016365,0.780016365,0.780826048,0.436249227,0.434324295
18,1,0.779318661,0.777894752,0.779318661,0.778887144,0.778887144,0.779318661,0.450715248,0.449810805
18,1,0.774495026,0.772793308,0.774495026,0.773553865,0.773553865,0.774495026,0.444376297,0.441968322
18,1,0.777811275,0.776603692,0.777811275,0.776776011,0.776776011,0.777811275,0.447407455,0.446115111
18,1,0.777208321,0.776142393,0.777208321,0.776882863,0.776882863,0.777208321,0.438649765,0.437049206
18,1,0.771480253,0.770893599,0.771480253,0.771905907,0.771905907,0.771480253,0.458243548,0.456331716
18,1,0.795296955,0.794229502,0.795296955,0.79557832,0.79557832,0.795296955,0.445595676,0.442910995
18,1,0.790473319,0.7894297,0.790473319,0.790908234,0.790908234,0.790473319,0.452523387,0.45083648
18,1,0.785951161,0.784713626,0.785951161,0.784900238,0.784900238,0.785951161,0.43141175,0.428776407
18,1,0.782333434,0.780958015,0.782333434,0.7815199,0.7815199,0.782333434,0.444378117,0.442444292
18,3,0.815586373,0.815354802,0.815586373,0.815316466,0.815316466,0.815586373,0.698002584,0.697483182
18,3,0.823424781,0.823298517,0.823424781,0.823593019,0.823593019,0.823424781,0.708267208,0.707664923
18,3,0.81377751,0.813690654,0.81377751,0.814034662,0.814034662,0.81377751,0.700733447,0.699935835
18,3,0.817093759,0.81706445,0.817093759,0.817699518,0.817699518,0.817093759,0.707353584,0.706193224
18,3,0.818601146,0.818604598,0.818601146,0.819053916,0.819053916,0.818601146,0.707956903,0.707802115
18,3,0.816490805,0.816432497,0.816490805,0.81657607,0.81657607,0.816490805,0.701617952,0.700089994
18,3,0.821012964,0.82091823,0.821012964,0.821243171,0.821243171,0.821012964,0.712484075,0.711650289
18,3,0.826439554,0.826428014,0.826439554,0.826980363,0.826980363,0.826439554,0.71397008,0.71335527
18,3,0.814078987,0.814052823,0.814078987,0.814398568,0.814398568,0.814078987,0.712487715,0.712113794
18,3,0.822821827,0.822675062,0.822821827,0.823016589,0.823016589,0.822821827,0.7215275,0.720586523
18,3,0.8192041,0.819030322,0.8192041,0.819354743,0.819354743,0.8192041,0.712478615,0.711956242
18,3,0.814078987,0.814052823,0.814078987,0.814398568,0.814398568,0.814078987,0.710672296,0.710114369
18,3,0.814078987,0.81412385,0.814078987,0.814344407,0.814344407,0.814078987,0.707063299,0.705947168
18,3,0.817395237,0.817434379,0.817395237,0.817809726,0.817809726,0.817395237,0.707953263,0.707131571
18,3,0.820711486,0.820842793,0.820711486,0.821379562,0.821379562,0.820711486,0.71278437,0.712514981
18,3,0.82252035,0.822436097,0.82252035,0.822634128,0.822634128,0.82252035,0.703143996,0.7021054
18,3,0.827343986,0.827356494,0.827343986,0.827601364,0.827601364,0.827343986,0.718513632,0.718666169
18,3,0.81588785,0.815891734,0.81588785,0.816213464,0.816213464,0.81588785,0.701341317,0.700475076
18,3,0.812873078,0.812932223,0.812873078,0.813350789,0.813350789,0.812873078,0.709163542,0.708914773
18,3,0.825233645,0.825228146,0.825233645,0.825676061,0.825676061,0.825233645,0.709772322,0.708618713
18,4,0.721435032,0.718014343,0.721435032,0.718256704,0.718256704,0.721435032,0.41395643,0.412380852
18,4,0.726258667,0.723936687,0.726258667,0.724067145,0.724067145,0.726258667,0.426274888,0.424309386
18,4,0.705456738,0.702783008,0.705456738,0.702813086,0.702813086,0.705456738,0.428411531,0.426068913
18,4,0.714802532,0.711476147,0.714802532,0.711743631,0.711743631,0.714802532,0.412122811,0.409902275
18,4,0.717515828,0.713070989,0.717515828,0.713498764,0.713498764,0.717515828,0.43140902,0.429239618
18,4,0.706964124,0.703145772,0.706964124,0.703152516,0.703152516,0.706964124,0.421763186,0.417802621
18,4,0.71510401,0.711776712,0.71510401,0.7118536,0.7118536,0.71510401,0.428983911,0.425446135
18,4,0.703949352,0.700114853,0.703949352,0.700580328,0.700580328,0.703949352,0.413611546,0.411382939
18,4,0.711184806,0.707915854,0.711184806,0.707685227,0.707685227,0.711184806,0.42268045,0.421434855
18,4,0.715405487,0.71269158,0.715405487,0.712364381,0.712364381,0.715405487,0.432622939,0.431352543
18,4,0.725052759,0.721471388,0.725052759,0.720882256,0.720882256,0.725052759,0.417256943,0.41547375
18,4,0.711184806,0.707915854,0.711184806,0.707685227,0.707685227,0.711184806,0.420881411,0.41992094
18,4,0.711184806,0.707742392,0.711184806,0.708567159,0.708567159,0.711184806,0.416340589,0.414289835
18,4,0.721133554,0.718656629,0.721133554,0.719084965,0.719084965,0.721133554,0.420258072,0.41877861
18,4,0.719626168,0.71642054,0.719626168,0.716470391,0.716470391,0.719626168,0.418746588,0.415490242
18,4,0.727766054,0.72606666,0.727766054,0.726132587,0.726132587,0.727766054,0.430512685,0.427871063
18,4,0.710581851,0.708445536,0.710581851,0.70804482,0.70804482,0.710581851,0.417856623,0.414937972
18,4,0.712692192,0.71018172,0.712692192,0.710446382,0.710446382,0.712692192,0.441968478,0.439135481
18,4,0.716611396,0.713496451,0.716611396,0.713351383,0.713351383,0.716611396,0.39825101,0.395404924
18,4,0.732891167,0.729537183,0.732891167,0.730073062,0.730073062,0.732891167,0.415730899,0.414193762
18,5,0.70780826,0.698764065,0.70780826,0.699500545,0.699500545,0.70780826,0.689416882,0.68233496
18,5,0.709918601,0.701581249,0.709918601,0.703794508,0.703794508,0.709918601,0.69362738,0.681945423
18,5,0.70569792,0.697045955,0.70569792,0.697909414,0.697909414,0.70569792,0.692150475,0.68633548
18,5,0.695146216,0.686262965,0.695146216,0.687644589,0.687644589,0.695146216,0.678558039,0.673877042
18,5,0.698763943,0.690427247,0.698763943,0.691331029,0.691331029,0.698763943,0.684602155,0.676906933
18,5,0.719264396,0.708160704,0.719264396,0.707114706,0.707114706,0.719264396,0.696969752,0.689208535
18,5,0.717154055,0.709000442,0.717154055,0.709488303,0.709488303,0.717154055,0.695468278,0.688940451
18,5,0.697859512,0.690373819,0.697859512,0.693623822,0.693623822,0.697859512,0.685495759,0.677923336
18,5,0.698462466,0.689865923,0.698462466,0.689567786,0.689567786,0.698462466,0.673130892,0.666294954
18,5,0.705094965,0.695964904,0.705094965,0.695265798,0.695265798,0.705094965,0.683087941,0.678112017
18,5,0.707506783,0.69831036,0.707506783,0.698392221,0.698392221,0.707506783,0.683385506,0.676699838
18,5,0.698462466,0.689865923,0.698462466,0.689567786,0.689567786,0.698462466,0.677961999,0.67128494
18,5,0.707506783,0.699382825,0.707506783,0.70155309,0.70155309,0.707506783,0.685806064,0.682189189
18,5,0.717154055,0.708430993,0.717154055,0.708886934,0.708886934,0.717154055,0.698758781,0.691800191
18,5,0.710521556,0.703459506,0.710521556,0.704413016,0.704413016,0.710521556,0.688210243,0.683264553
18,5,0.712631896,0.704283598,0.712631896,0.705132865,0.705132865,0.712631896,0.704793798,0.694486357
18,5,0.699668375,0.690732293,0.699668375,0.690219634,0.690219634,0.699668375,0.67675991,0.670167952
18,5,0.700874284,0.691086632,0.700874284,0.692046543,0.692046543,0.700874284,0.695140684,0.688930411
18,5,0.71112451,0.701818532,0.71112451,0.701539768,0.701539768,0.71112451,0.691247771,0.686260316
18,5,0.701778716,0.693941748,0.701778716,0.69523059,0.69523059,0.701778716,0.683083391,0.672494521
18,6,0.652080193,0.63954782,0.652080193,0.641019861,0.641019861,0.652080193,0.645748553,0.636282555
18,6,0.668661441,0.652789364,0.668661441,0.653073368,0.653073368,0.668661441,0.647868817,0.632878984
18,6,0.657506783,0.643179651,0.657506783,0.64316618,0.64316618,0.657506783,0.647555782,0.638995133
18,6,0.645749171,0.632216961,0.645749171,0.632629224,0.632629224,0.645749171,0.636715138,0.628136903
18,6,0.651477238,0.63957024,0.651477238,0.640104588,0.640104588,0.651477238,0.636082699,0.62506054
18,6,0.673786554,0.659822597,0.673786554,0.658554198,0.658554198,0.673786554,0.656903141,0.646313331
18,6,0.662631896,0.649280179,0.662631896,0.650993103,0.650993103,0.662631896,0.644235249,0.635981694
18,6,0.65238167,0.639394182,0.65238167,0.640989836,0.640989836,0.65238167,0.633093401,0.623811902
18,6,0.650874284,0.639308705,0.650874284,0.639194566,0.639194566,0.650874284,0.628261384,0.618284447
18,6,0.653587579,0.637968925,0.653587579,0.635516418,0.635516418,0.653587579,0.62735413,0.618143393
18,6,0.654190534,0.640583564,0.654190534,0.640516513,0.640516513,0.654190534,0.637918138,0.628766721
18,6,0.652080193,0.639256393,0.652080193,0.638463324,0.638463324,0.652080193,0.625842646,0.613848523
18,6,0.659617124,0.647658044,0.659617124,0.652140305,0.652140305,0.659617124,0.638821752,0.631413485
18,6,0.665345191,0.650840877,0.665345191,0.647480834,0.647480834,0.665345191,0.645740363,0.633394488
18,6,0.658712692,0.647857669,0.658712692,0.650041551,0.650041551,0.658712692,0.637617843,0.628527712
18,6,0.666249623,0.652693274,0.666249623,0.654479701,0.654479701,0.666249623,0.657801296,0.644018805
18,6,0.646653603,0.633858,0.646653603,0.631917306,0.631917306,0.646653603,0.627371419,0.617659245
18,6,0.650572807,0.637467757,0.650572807,0.637922723,0.637922723,0.650572807,0.632788556,0.62388244
18,6,0.656602352,0.642799967,0.656602352,0.64183229,0.64183229,0.656602352,0.636390274,0.625918169
18,6,0.654492011,0.643387781,0.654492011,0.645020283,0.645020283,0.654492011,0.639419612,0.627623795
19,1,0.766889836,0.76600822,0.766889836,0.767226919,0.767226919,0.766889836,0.455257061,0.453017954
19,1,0.796104687,0.79540669,0.796104687,0.795401518,0.795401518,0.796104687,0.44977945,0.447516471
19,1,0.778454047,0.777175804,0.778454047,0.778260718,0.778260718,0.778454047,0.43791608,0.43592186
19,1,0.780279976,0.778720696,0.780279976,0.780072069,0.780072069,0.780279976,0.419961635,0.418082631
19,1,0.791539866,0.789880283,0.791539866,0.791079294,0.791079294,0.791539866,0.442779302,0.440725651
19,1,0.776323798,0.774813011,0.776323798,0.77606733,0.77606733,0.776323798,0.438214471,0.43493288
19,1,0.783627511,0.782716741,0.783627511,0.78456567,0.78456567,0.783627511,0.456473793,0.455600744
19,1,0.772976263,0.771468645,0.772976263,0.77272067,0.77272067,0.772976263,0.456165209,0.453610863
19,1,0.779975654,0.778928458,0.779975654,0.779139567,0.779139567,0.779975654,0.444015494,0.442789284
19,1,0.782410225,0.781126809,0.782410225,0.781471909,0.781471909,0.782410225,0.445551931,0.443339754
19,1,0.780279976,0.778726579,0.780279976,0.779417959,0.779417959,0.780279976,0.451592965,0.449995179
19,1,0.798234936,0.797407179,0.798234936,0.7981915,0.7981915,0.798234936,0.458885017,0.458328769
19,1,0.790626902,0.790346442,0.790626902,0.791596913,0.791596913,0.790626902,0.43338183,0.431566995
19,1,0.772063299,0.770722687,0.772063299,0.770833653,0.770833653,0.772063299,0.455858477,0.45343949
19,1,0.780279976,0.779495744,0.780279976,0.779877143,0.779877143,0.780279976,0.452230521,0.449646117
19,1,0.784540475,0.783310804,0.784540475,0.783824559,0.783824559,0.784540475,0.454042183,0.45219766
19,1,0.779367012,0.778583815,0.779367012,0.779489635,0.779489635,0.779367012,0.428477834,0.425803804
19,1,0.787279367,0.785724639,0.787279367,0.78630314,0.78630314,0.787279367,0.46075506,0.45892908
19,1,0.776932441,0.775859296,0.776932441,0.776630501,0.776630501,0.776932441,0.441277152,0.439265302
19,1,0.783627511,0.782830476,0.783627511,0.783550735,0.783550735,0.783627511,0.444308325,0.442296326
19,3,0.821485088,0.821331355,0.821485088,0.821692455,0.821692455,0.821485088,0.713754726,0.712961231
19,3,0.81509434,0.814976265,0.81509434,0.815269759,0.815269759,0.81509434,0.718626288,0.717184253
19,3,0.813877054,0.813730139,0.813877054,0.813921874,0.813921874,0.813877054,0.697010527,0.696171541
19,3,0.820572124,0.820447708,0.820572124,0.821059592,0.821059592,0.820572124,0.716796093,0.715634062
19,3,0.828788801,0.828707784,0.828788801,0.829084213,0.829084213,0.828788801,0.719862481,0.719259909
19,3,0.822093731,0.822011411,0.822093731,0.822247739,0.822247739,0.822093731,0.708577359,0.707655202
19,3,0.832744979,0.832774929,0.832744979,0.833003166,0.833003166,0.832744979,0.718906146,0.718386699
19,3,0.823311016,0.823287766,0.823311016,0.823749816,0.823749816,0.823311016,0.709812625,0.709068598
19,3,0.816615946,0.816607862,0.816615946,0.816909991,0.816909991,0.816615946,0.707368041,0.707276293
19,3,0.820572124,0.820457775,0.820572124,0.820925861,0.820925861,0.820572124,0.697933501,0.696629075
19,3,0.818441875,0.818281067,0.818441875,0.818580986,0.818580986,0.818441875,0.713458188,0.7132697
19,3,0.824832623,0.824812584,0.824832623,0.824892669,0.824892669,0.824832623,0.703712284,0.70295335
19,3,0.81965916,0.819629464,0.81965916,0.820469507,0.820469507,0.81965916,0.708885944,0.708311639
19,3,0.812355447,0.812278638,0.812355447,0.81268704,0.81268704,0.812355447,0.704940136,0.704367414
19,3,0.823006695,0.82296223,0.823006695,0.82335028,0.82335028,0.823006695,0.708281748,0.707389679
19,3,0.819050517,0.818943196,0.819050517,0.819129126,0.819129126,0.819050517,0.70492531,0.703712798
19,3,0.819050517,0.818900107,0.819050517,0.819075646,0.819075646,0.819050517,0.713751946,0.71323379
19,3,0.823006695,0.823069167,0.823006695,0.82341191,0.82341191,0.823006695,0.704613018,0.704254065
19,3,0.827875837,0.827792767,0.827875837,0.827968391,0.827968391,0.827875837,0.717122285,0.716755655
19,3,0.823006695,0.822991231,0.823006695,0.823123206,0.823123206,0.823006695,0.70948736,0.709149477
19,4,0.716676811,0.713416814,0.716676811,0.712602352,0.712602352,0.716676811,0.41722144,0.415282088
19,4,0.735544735,0.73317359,0.735544735,0.732279749,0.732279749,0.735544735,0.43729891,0.435322623
19,4,0.712416312,0.708745824,0.712416312,0.708373633,0.708373633,0.712416312,0.402033138,0.399484707
19,4,0.719720024,0.715844922,0.719720024,0.716032997,0.716032997,0.719720024,0.410220365,0.408174341
19,4,0.732501522,0.728220733,0.732501522,0.728883217,0.728883217,0.732501522,0.402633627,0.400609363
19,4,0.711807669,0.708568834,0.711807669,0.708514567,0.708514567,0.711807669,0.421806657,0.418738477
19,4,0.717285453,0.712720179,0.717285453,0.712756291,0.712756291,0.717285453,0.431824079,0.429157076
19,4,0.701765064,0.697709478,0.701765064,0.697511089,0.697511089,0.701765064,0.422404367,0.420991831
19,4,0.708155813,0.70542253,0.708155813,0.705151716,0.705151716,0.708155813,0.424253095,0.421496723
19,4,0.716372489,0.71234897,0.716372489,0.712296318,0.712296318,0.716372489,0.414483097,0.411311017
19,4,0.709373098,0.705806413,0.709373098,0.706191062,0.706191062,0.709373098,0.419968122,0.417895709
19,4,0.733110164,0.73085774,0.733110164,0.730952889,0.730952889,0.733110164,0.42972978,0.427766067
19,4,0.712720633,0.709521185,0.712720633,0.70950349,0.70950349,0.712720633,0.415983394,0.412096422
19,4,0.713937918,0.710908339,0.713937918,0.710273375,0.710273375,0.713937918,0.435810661,0.433169659
19,4,0.714850883,0.712054811,0.714850883,0.711610498,0.711610498,0.714850883,0.41571651,0.414019519
